,phrases,label,emotion,book,person_1,person_2
5558,"Still the Lord of Gondor learned more from you than you may have guessed, Pippin. You could not hide the fact that Boromir did not lead the Company from Moria, and that there was one among you of high honour who was coming to Minas Tirith; and that he had a famous sword. Men think much about the stories of old days in Gondor; and Denethor has given long thought to the rhyme and to the words _Isildur's Bane_, since Boromir went away. 'He is not as other men of this time, Pippin, and whatever be his descent from father to son, by some chance the blood of Westernesse runs nearly true in him; as it does in his other son, Faramir, and yet did not in Boromir whom he loved best. He has long sight.",POSITIVE,joy,The Return Of The King,Denethor,Boromir
5559,"There had already been much talk in the citadel about Mithrandir's companion and his long closeting with the Lord; and rumour declared that a Prince of the Halflings had come out of the North to offer allegiance to Gondor and five thousand swords. And some said that when the Riders came from Rohan each would bring behind him a halfling warrior, small maybe, but doughty. Though Pippin had regretfully to destroy this hopeful tale, he could not be rid of his new rank, only fitting, men thought, to one befriended by Boromir and honoured by the Lord Denethor; and they thanked him for coming among them, and hung on his words and stories of the outlands, and gave him as much food and ale as he could wish. Indeed his only trouble was to be 'wary' according to the counsel of Gandalf, and not to let his tongue wag freely after the manner of a hobbit among friends. At length Beregond rose.",POSITIVE,fear,The Return Of The King,Denethor,Boromir
5560,"I can see and hear, as was my wont; and little of what you have half said or left unsaid is now hidden from me. I know the answer to many riddles. Alas, alas for Boromir!'      'If what I have done displeases you, my father,' said Faramir quietly, 'I wish I had known your counsel before the burden of so weighty a judgement was thrust on me.'      'Would that have availed to change your judgement?' said Denethor. 'You would still have done just so, I deem. I know you well.",NEGATIVE,anger,The Return Of The King,Denethor,Boromir
5561,"That may well befit one of high race, if he sits in power and peace. But in desperate hours gentleness may be repaid with death.'      'So be it,' said Faramir. 'So be it!' cried Denethor. 'But not with your death only, Lord Faramir: with the death also of your father, and of all your people, whom it is your part to protect now that Boromir is gone.'      'Do you wish then,' said Faramir, 'that our places had been exchanged?'      'Yes, I wish that indeed,' said Denethor. 'For Boromir was loyal to me and no wizard's pupil.",NEGATIVE,anger,The Return Of The King,Denethor,Boromir
5562,"Yet you deceive yourself. He would have stretched out his hand to this thing, and taking it he would have fallen. He would have kept it for his own, and when he returned you would not have known your son.'      The face of Denethor set hard and cold. 'You found Boromir less apt to your hand, did you not?' he said softly. 'But I who was his father say that he would have brought it to me.",NEGATIVE,anger,The Return Of The King,Denethor,Boromir
5563,"'Cair Andros is manned and no more can be sent so far. But I will not yield the River and the Pelennor unfought – not if there is a captain here who has still the courage to do his lord's will.'      Then all were silent, but at length Faramir said: 'I do not oppose your will, sire. Since you are robbed of Boromir, I will go and do what I can in his stead – if you command it.'      'I do so,' said Denethor. 'Then farewell!' said Faramir. 'But if I should return, think better of me!'      'That depends on the manner of your return,' said Denethor.",NEGATIVE,anger,The Return Of The King,Denethor,Boromir
5564,"but now I perceive how his will was able to enter into the very heart of the City. 'Though the Stewards deemed that it was a secret kept only by themselves, long ago I guessed that here in the White Tower, one at least of the Seven Seeing Stones was preserved. In the days of his wisdom Denethor did not presume to use it, nor to challenge Sauron, knowing the limits of his own strength. But his wisdom failed; and I fear that as the peril of his realm grew he looked in the Stone and was deceived: far too often, I guess, since Boromir departed. He was too great to be subdued to the will of the Dark Power, he saw nonetheless only those things which that Power permitted him to see.",NEGATIVE,anger,The Return Of The King,Denethor,Boromir
5565,"And the King said: 'At last they have come. Let all the City be made ready!'      Upon the very Eve of Midsummer, when the sky was blue as sapphire and white stars opened in the East, but the West was still golden and the air was cool and fragrant, the riders came down the North-way to the gates of Minas Tirith. First rode Elrohir and Elladan with a banner of silver, and then came Glorfindel and Erestor and all the household of Rivendell, and after them came the Lady Galadriel and Celeborn, Lord of Lothlórien, riding upon white steeds and with them many fair folk of their land, grey-cloaked with white gems in their hair; and last came Master Elrond, mighty among Elves and Men, bearing the sceptre of Annúminas, and beside him upon a grey palfrey rode Arwen his daughter, Evenstar of her people. And Frodo when he saw her come glimmering in the evening, with stars on her brow and a sweet fragrance about her, was moved with great wonder, and he said to Gandalf: 'At last I understand why we have waited! This is the ending.",POSITIVE,joy,The Return Of The King,Galadriel,Elrond
5566,"Then they laid the bier upon a great wain with Riders of Rohan all about it and his banner borne before; and Merry being Théoden's esquire rode upon the wain and kept the arms of the king. For the other Companions steeds were furnished according to their stature; and Frodo and Sam rode at Aragorn's side, and Gandalf rode upon Shadowfax, and Pippin rode with the knights of Gondor; and Legolas and Gimli as ever rode together upon Arod. In that riding went also Queen Arwen, and Celeborn and Galadriel with their folk, and Elrond and his sons; and the princes of Dol Amroth and of Ithilien, and many captains and knights. Never had any king of the Mark such company upon the road as went with Théoden Thengel's son to the land of his home. Without haste and at peace they passed into Anórien, and they came to the Grey Wood under Amon Dn; and there they heard a sound as of drums beating in the hills, though no living thing could be seen.",NEGATIVE,anger,The Return Of The King,Galadriel,Elrond
5567,"They were near to the Gates of Moria. Here now for seven days they tarried, for the time was at hand for another parting which they were loth to make. Soon Celeborn and Galadriel and their folk would turn eastward, and so pass by the Redhorn Gate and down the Dimrill Stair to the Silverlode and to their own country. They had journeyed thus far by the west-ways, for they had much to speak of with Elrond and with Gandalf, and here they lingered still in converse with their friends. Often long after the hobbits were wrapped in sleep they would sit together under the stars, recalling the ages that were gone and all their joys and labours in the world, or holding council, concerning the days to come.",POSITIVE,anger,The Return Of The King,Galadriel,Elrond
