phrases,book,person_1,person_2
"'Zireael, let me introduce to you this man – Eredin Breacc Glas.'  'Nice to meet you.' The elf bowed. Ciri replied with a clumsy bow. 'How did you know,' asked Avallac'h, 'that something threatened us?'  'I didn't know,' the elf looked at Ciri intently. 'I patrol the plains, because news has  spread that the unicorns have grown restless and aggressive. No one knows why.",The Lady of the Lake,Avallac'h,Eredin
"Lara Dorren  aep Shiadhal's legacy? This is hard to believe. She looks like an ordinary small Dh'oine,  human female.'  Avallac'h remained silent. His face was impassive and indifferent. 'I assume,' Eredin continued, 'that you have made a mistake.",The Lady of the Lake,Avallac'h,Eredin
"I can see it and appreciate it. Like I've found a nugget of gold on a pile of manure.'  Ciri's eyes flashed angrily. Avallac'h slowly raised his head. 'You talk,' he said slowly, 'just like a human, Eredin.'   Eredin Breacc Glas smiled showing his teeth. Ciri had seen such teeth – very white, very  small, inhuman, all identical and with no canines.",The Lady of the Lake,Avallac'h,Eredin
"Unconditional. Otherwise it will not work. And because Tir Na Lia is  barely half a day's journey away, it is worth it to know where we stand.'  'You're too impatient,' Avallac'h curled his lips. 'What can we gain in such a hurry?'  'Eternity,' Eredin said soberly, but his strange green eyes flashed. 'But this is your  speciality, Avallac'h.",The Lady of the Lake,Avallac'h,Eredin
"On his  instruction small grey-clad elves ran quickly and quietly to handle their horses. Ciri watched  him in some surprise. Avallac'h, Eredin and all the elves that she had met so far were  extremely tall, so that to look them in the eye she had to bend back her head. These grey  elves were smaller than her. Some other race, she thought, a race of servants.",The Lady of the Lake,Avallac'h,Eredin
"He is anxious. He has demanded that the Swallow come to him  immediately, without a moment's delay. I have dissuaded him.'  Avallac'h frowned. 'Zireael,' Eredin explained, 'should appear before the king, unhurried, without pressure,  relaxed, calm and in good spirits. To ensure a good mood, a bath, new clothes, a new  hairstyle and makeup.",The Lady of the Lake,Avallac'h,Eredin
"Eredin flashed her a smile with his straight white teeth without canines. 'The only thing that concerns me,' he said, 'our Swallow's eyes – twinkling like a hawk,  have not stopped glancing left and right, like a ferret looking for a hole in her cage. From  what I can see, Swallow is far from an unconditional surrender.'  Avallac'h did not say anything. Ciri, of course, said nothing as well. 'I'm not surprised,' Eredin continued.",The Lady of the Lake,Avallac'h,Eredin
"Do not make any  attempt to try and jump. If you did, know that my Dearg Ruadhri – my Red Horsemen, are  able to cross the chasms of time and space.'  She did not really understand what he was saying. But it puzzled her that Avallac'h  suddenly scowled and frowned, clearly unhappy with Eredin's speech. As if Eredin had said  too much. 'Let's go,' he said.",The Lady of the Lake,Avallac'h,Eredin
"What do I care if he had impotence or is not attracted to me? Maybe he abhors Dh'oine? What if like Eredin, when he see me he see a gold nugget in a pile  of manure?'  'I hope,' Avallac'h face lost its usual calm and changed, 'you didn't tell him something  like that?'  'I did not say anything. And not for lack of desire.'  'Be careful. You do not know what you risk.'  'I do not care.",The Lady of the Lake,Avallac'h,Eredin
"Except for two. The portrait of Margarita Laux-Antille which hangs in Aretuza, on the island  of Thanedd and was by a miracle saved from fire. And a picture of Sile de Tansarville in  Ensenada in the palace of Lan Exeter.'  'And what of Francesca Findabair's image by an unknown elvish painter, hanging in the  gallery in Vengerberg?'  'A fake. When the Gate opened and the elves left, they took with them or destroyed all  their works of art and left not a single image. We do not know if the Daisy of the Valley was  really as beautiful as they say.",The Lady of the Lake,Francesca,Margarita
"Margarita Laux-Antille wore burgundy colored satin and thick gold, without  stones. Sabrina Glevissig, on the other hand, displayed a necklace, earrings, and her beloved  finger rings - the onyx color matched her eyes and clothing. Closest to Fringilla were the two elves - Francesca Findabair and Ida Emean aep Sivney. The  Daisy of the Valley usually looked regal, but today exceptionally so. Though neither her hair  nor crimson gown displayed excessive pomp and her little tiara and necklace were made not  of rubies, but modest, yet tasteful shells.",The Lady of the Lake,Francesca,Margarita
"Around Sile,  Philippa, and Sabrina Glevissig. Around Keira Metz, Margarita Laux-Antille, and Triss  Merigold. Around Francesca Findabair and Ida Emean, whose intensely painted elven eyes  expressed nothing. Around Assire var Anahid, whose eyes were restlessness and full of  anxiety. That it was,  she admitted.",The Lady of the Lake,Francesca,Margarita
"Sile de Tansarville,  wore a silver boa, a feminine accent to her austere black outfit. Assire var Anahid was  dressed in a violet silk dress, which was graceful and combined simplicity and modest  elegance. Francesca Findabair was majestic as ever. Ida Emean aep Sivney was mysterious as  usual. Margarita Laux-Antille was dignified and serious.",The Lady of the Lake,Francesca,Margarita
"That's what we expect. We'll decide how  much we'll allow. Francesca! Speak! After all, this is about your country.'  'That is why,' said the Daisy of the Valley with a smile, 'I am silent, Sabrina.'  'Break your pride, please,' Margarita Laux-Antille asked seriously.",The Lady of the Lake,Francesca,Margarita
"And in the Marnadal  Stairs.'  'It cannot be denied,' Sile de Tansarville nodded, 'we need it. But they need Emhyr var  Emreis. And I recall that our goal is to compromise, not conflict.'  'A few days ago Shilard suggested,' recalled Francesca Findabair, 'that Cintra will be  divided with lines into two demarcation zones, a southern zone and a northern zone...'  'A foolish idea,' said Margarita Laux-Antille. 'Such a division does not have any  meaning and only becomes the seed for future conflict.'  'I believe,' said Sile, 'that Cintra should be turned into a condominium state. Administration of the territory should be engaged by both commissioners from the northern  kingdoms and the Empire of Nilfgaard.",The Lady of the Lake,Francesca,Margarita
"And with her conversation with Geralt.'  'I also vote for her,' Margarita said with a smile. 'You may wonder at my motivations,  ladies, but I do it for Tissaia de Vries. If Tissaia was among us she would not agree that in   order to maintain the unity of the Lodge it is necessary to use coercive methods or restriction  of personal freedom.'  'I vote for her,' said Francesca Findabair, adjusting the lace at her neckline. 'I have many  reasons, but I do not wish to explain them.'  'I vote for her,' said Ida Emean aep Sivney. 'So my heart dictates.'  'I'm against it,' Assire var Anahid said dryly.",The Lady of the Lake,Francesca,Margarita
As a pledge of sincerity. Vilgefortz is  hidden at the ... ***    The Geralt sat at the opening of the tube and clenched his fists until they hurt. He strained  his hearing. And his memory.,The Lady of the Lake,Geralt,Vilgefortz
"***     Castle Rhys-Rhun, in Nazair, on the shores of Lake Muredach  Fringilla Vigo concluded  triumphantly. That is Vilgefortz's hideout. I got it out of the Geralt before he rode away. We have enough time to pre-empt him. He cannot possibly be there before April.",The Lady of the Lake,Geralt,Vilgefortz
"Vilgefortz ... See you soon! If the Geralt gets there,  hissed Keira Metz,  he will find debris that won't even smell burnt  anymore. And neither will the dead bodies. Sabrina Glevissig smiled charmingly.",The Lady of the Lake,Geralt,Vilgefortz
"I  have to find her as quickly as possible. I fear that Vilgefortz... Please, sir...'  'Emiel Regis.'  'Warn Geralt, good sir, that Vilgefortz is here. He is a sorcerer, a powerful sorcerer. Geralt has to be careful.'    ***    'You have to be careful,' Regis repeated his warning, staring at Milva lying motionless.",The Lady of the Lake,Geralt,Vilgefortz
"Geralt has to be careful.'    ***    'You have to be careful,' Regis repeated his warning, staring at Milva lying motionless. 'Because Vilgefortz is a powerful sorcerer. She went to free Yennefer.'  Geralt cursed. 'Come on,' he shouted, to wake up the spirits of his companions. 'Let's go!'  'Let's go,' Angouleme stood up, wiping her tears.",The Lady of the Lake,Geralt,Vilgefortz
"'And  Vilgefortz.'    ***     From around a corner a mercenary crossbowman jumped out, shouted and fired. He  aimed for the sorceress. Geralt jumped as if driven by a spring and waved his sword. The  arrow deflected and flew over the head of the archer, so close that he had to duck. He did not  have time to stand again because the Geralt jumped forward and skewered him like a carp.",The Lady of the Lake,Geralt,Vilgefortz
"Despite this, they went down quickly. Yennefer immediately struck one in the chest with a ball of fire. Geralt spun in a pirouette  and fell among the others, his Dwarven Sihil flashing and hissing like a snake. When four  more had fallen, then others fled, clanging and clattering along the corridors. 'All right, Yen?'  'Could not be better.'  Under the archway stood Vilgefortz.",The Lady of the Lake,Geralt,Vilgefortz
